№ п/п;Дата платежа ;Назначение платежа;Сумма;
1393;30.10.2024;"ТОО ""ВИВА Фарм""Оплата за 4 часть поставки по Договору № 09- 3-171 от 29.12.23, (всего 4 части) ,лекарственное  средство Воксзого 0,56 мг (Восоритид)/порошок и растворитель г. Астана,3
реб";72 070 682;
1394;30.10.2024;"ТОО ""ВИВА Фарм""Оплата за 4 часть поставки по Договору № 09- 3-172 от 29.12.23, (всего 4 части) ,лекарственное  средство Воксзого 0,56 мг (Восоритид)/порошок и растворитель/
г.Шымкент ,3 реб";72 070 682;
1395;30.10.2024;ТОО ПетроАльянсОкончательная оплата 5% (5 этап СКО Каспи) по факту выполненных работ  по  Договору  №11-02-6-95 от 21.05.2024г. за услугу стр-ва жилых домов гражданам РК пострадавшим от паводков. Акт выполненных работ №10 от 15.07.2024 года, /Строительство одноэтажных домов для граждан, пострадавших от чрезвычайных  ситуатаций природного характера (СКО, г.Петропавловск, мкр.Солнечный-2);27 000 001;
1396;30.10.2024;"ТОО""ПетроРемСтрой""Окончательная оплата  5% (7  этап СКО Каспи) по факту выполненных работ  по  Договору  №11-02-6-93 от 21.05.2024г. за услугу стр-ва жилых домов гражданам РК пострадавшим от паводков. Акт выполненных работ №8  от 20.08.2024 года, /Строительство одноэтажных домов для граждан, пострадавших от чрезвычайных  ситуатаций природного характера (СКО, г.Петропавловск, мкр.Солнечный-2)";27 000 000;
1397;30.10.2024;"ТОО ""Royal Engineering Kazakhstan""Оплата 100%  по Договору
№РАС-1-12 от 06.09.24г. (Актюб обл) Акт поставки от 07.10.24г. проект ""Оснащение центров для детей с аутизмом и другими ментальными нарушениями"" 8 центров/для Установка сенсорной комнаты для ""КГУ Центр соц.обслуживания УКЗиСП Актюбинской области""";1 300 000;
1398;30.10.2024;"ТОО ""MEDICAL CONSULTING GROUP"" 100% Оплата по
возмещению расходов  по организации доставки донорской роговицы и лечению пациентов  с заболеваниями органов глаза (пересадка роговицы)  по Договор №09-02-3-298 от 23.08.24г.(6 шт.) , Договор №09-02-3-299  от 23.08.2024г.(6 шт.), возмещение расходов /проект  Оказание помощи пациентам с заболеваниями органов глаз, нуждающихся в пересадке роговицы""";15 701 286;
1399;30.10.2024;"ТОО ""МебельBro""Оплата 100 % по факту поставки  по  Договору
№РЦ-Р/2023-2-7 от 06.08.2024г. (Мебель в комплекте) для ГКП ""Жаксынская РБ УЗ  Акмол обл.  проект QH Аудандык оналту орталыктары. (Мебель в комплекте -16 позиций)";8 870 200;
1400;30.10.2024;"ТОО ""Базисный Магазин""Окончательная оплата 100% по Договору №2/61 от 16.07.24г.   / для КГУ СШ им.К.Рыскулова ОО Бескарагайского р-на УО области Абай/Проект  ""Развитие
потенциала опорных школ в сельской местностии  (2 этап)""";249 602 287;
1401;30.10.2024;"ТОО ""Базисный Магазин""Окончательная оплата 100% по Договору №2/67 от 16.07.24г.   / для КГУ Новоишимская СШ №1 ОО им.Г.Мусрепова  р-на УО СКО/Проект  ""Развитие потенциала
опорных школ в сельской местностии  (2 этап)""";248 338 090;
1402;30.10.2024;"ТОО ""Базисный Магазин""Окончательная оплата 100% по Договору №2/66 от 16.07.24г.  / для КГУ Смирновская школа- гимназия   ОО Аккайынского  р-на УО СКО/Проект  ""Развитие
потенциала опорных школ в сельской местностии  (2 этап)""";231 374 471;
